,Age,Workclass,Fnlwgt,Education,Education num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,capital loss,Hour per week,Native country,income
29157,38,3,207202,2,9,0,6,0,4,1,0,0,48,38,1
29158,67,7,137192,2,9,0,0,0,1,1,0,0,12,29,0
29159,35,3,222989,2,9,0,13,0,4,1,0,0,30,38,0
29160,75,5,36325,2,9,0,4,0,4,1,0,0,30,38,0
29161,47,3,73394,3,10,0,3,5,4,0,0,0,50,38,0
29162,23,3,249046,4,6,0,5,0,4,1,0,0,40,38,0
29163,51,0,100653,2,9,2,0,1,4,0,0,0,8,38,0
29164,42,1,1125613,2,9,2,7,1,2,1,0,0,40,38,0
29165,32,3,101352,3,10,0,12,5,4,0,0,0,32,38,1
29166,54,3,340476,2,9,2,11,4,4,0,0,0,35,38,0
29167,20,3,192711,3,10,1,5,3,4,0,0,0,40,38,0
29168,39,3,273362,2,9,0,2,0,4,1,0,0,40,38,1
29169,41,3,100451,2,9,0,2,0,4,1,7688,0,38,38,1
29170,35,3,85399,2,9,1,6,1,4,0,0,0,40,38,0
29171,45,1,168191,5,13,0,2,0,4,1,0,0,35,38,1
29172,27,3,153475,5,13,1,11,1,4,0,0,0,40,38,0
29173,61,5,196773,4,4,0,11,0,4,1,0,0,30,38,1
29174,41,3,180138,2,9,1,11,1,4,1,0,0,50,38,0
29175,22,3,48347,3,10,1,12,3,4,1,0,0,40,38,0
29176,55,3,175071,3,10,0,2,0,2,1,15024,0,40,38,1
29177,66,3,129476,5,13,0,9,0,4,1,0,0,6,38,0
29178,25,3,181772,3,10,0,2,0,4,1,0,0,40,38,0
29179,20,3,284317,3,10,1,7,3,4,0,0,0,35,38,0
29180,20,3,237305,3,10,1,6,2,2,0,0,0,35,38,0
29181,67,4,111321,5,13,0,3,0,4,1,0,0,16,38,0
29182,44,3,278476,3,10,0,11,0,4,1,0,0,60,38,1
29183,42,3,39060,2,9,0,11,0,4,1,0,0,60,38,1
29184,29,1,205262,3,10,1,0,1,3,1,0,0,40,6,0
29185,48,3,198000,3,10,1,2,4,4,0,0,0,38,38,1
29186,25,3,397962,2,9,1,0,2,2,0,0,0,40,38,0
29187,31,3,178370,2,9,2,7,4,4,0,0,0,99,38,1
29188,48,3,121253,5,13,2,11,4,4,0,0,2472,70,38,1
29189,40,3,56072,1,14,2,9,1,4,1,0,0,20,38,0
29190,26,3,176756,3,10,0,11,0,4,1,0,0,40,38,0
29191,28,3,60374,2,9,0,7,3,4,0,0,0,35,38,0
29192,52,3,165681,3,10,0,2,0,4,1,0,0,40,38,1
29193,41,5,287037,2,9,0,9,0,4,1,0,0,40,38,0
29194,39,5,55568,5,13,0,4,5,4,0,0,0,50,38,0
29195,48,3,155509,2,9,1,0,1,2,0,0,0,16,37,0
29196,19,3,201178,2,9,1,11,1,4,0,0,0,30,38,0
29197,27,3,37250,3,10,0,6,0,4,1,0,1651,40,38,0
29198,59,3,314149,3,11,0,11,0,4,1,0,1740,50,38,0
29199,19,3,264593,3,10,1,11,2,4,1,0,0,40,38,0
29200,32,3,159589,2,9,1,5,3,4,1,0,0,50,38,0
29201,39,3,454915,2,9,1,5,2,4,1,0,0,40,38,0
29202,33,3,285131,2,9,0,2,0,4,1,0,0,40,38,0
29203,38,3,150057,2,9,1,5,1,4,1,0,0,40,38,0
29204,27,3,55390,3,10,1,4,3,4,1,0,0,45,38,0
29205,23,3,314894,2,9,1,3,3,4,0,0,0,45,38,0
29206,59,3,184948,3,11,2,9,1,4,1,0,0,48,38,0
29207,25,1,124483,5,13,1,0,1,1,1,0,0,20,18,0
29208,37,4,97986,3,12,0,11,0,4,1,0,0,68,38,0
29209,31,3,210562,2,9,0,13,0,4,1,0,0,65,38,0
29210,24,3,233280,3,12,1,11,3,4,0,0,0,37,38,0
29211,53,1,164300,5,13,2,0,4,4,0,0,0,38,5,0
29212,26,3,227489,3,10,1,5,2,2,1,0,0,40,38,0
29213,25,3,263773,3,10,0,0,5,4,0,0,0,40,38,1
29214,59,3,96459,4,7,1,6,1,4,1,0,0,40,38,0
29215,39,0,116608,2,9,2,0,4,4,0,0,0,40,38,0
29216,28,3,180007,3,10,1,5,3,4,1,0,0,40,38,0
29217,22,3,305466,2,9,1,5,1,4,1,0,0,40,38,0
29218,20,3,238917,2,9,1,2,2,4,1,0,0,40,7,0
29219,25,3,129784,3,10,1,7,3,4,0,0,0,40,38,0
29220,27,3,367390,3,10,1,2,4,4,1,0,0,50,38,0
29221,20,3,235691,2,9,1,11,4,4,1,0,0,40,38,0
29222,63,3,166425,3,10,2,9,1,2,0,0,0,24,38,0
29223,43,5,160369,4,6,2,4,4,4,1,0,0,25,38,0
29224,39,3,206298,3,10,2,0,1,4,0,0,0,40,38,0
29225,27,3,183523,5,13,1,9,1,4,1,0,0,45,38,0
29226,17,3,217342,4,6,1,11,3,4,0,0,0,5,38,0
29227,40,6,141858,3,15,0,9,0,4,1,0,0,72,38,0
29228,50,3,213296,3,10,0,2,0,4,1,0,0,48,38,1
29229,23,4,201682,5,13,1,0,3,4,0,0,0,35,38,0
29230,60,3,178312,2,9,0,11,0,4,1,7298,0,65,38,1
29231,30,3,269723,2,9,1,3,1,4,0,0,0,40,38,0
29232,24,3,200593,2,9,0,5,0,4,1,0,0,50,38,0
29233,23,3,32616,5,13,1,0,3,4,0,0,0,20,38,0
29234,24,3,259510,5,13,0,9,0,4,1,5013,0,30,38,0
29235,45,5,271828,5,13,0,2,0,4,1,0,0,20,38,0
29236,58,4,78104,3,10,0,3,0,4,1,7298,0,60,38,1
29237,22,3,113703,3,10,1,11,2,4,1,0,0,20,38,0
29238,41,3,187802,3,10,1,5,1,4,1,0,0,40,38,0
29239,48,3,440706,4,4,0,6,0,4,1,0,0,40,38,1
29240,31,3,191834,2,9,2,6,2,4,1,0,0,40,38,0
29241,33,3,149184,3,15,0,9,0,4,1,0,1977,50,38,1
29242,49,4,315998,5,13,0,3,0,4,1,0,0,50,38,0
29243,30,3,159589,5,13,0,9,0,4,1,7688,0,50,38,1
29244,38,3,60313,2,9,1,2,1,4,1,0,0,40,38,0
29245,58,1,32855,2,9,0,13,0,4,1,0,0,48,38,0
29246,58,3,142326,5,13,2,9,1,4,0,0,0,50,38,0
29247,61,5,201965,2,9,0,3,0,4,1,0,0,40,38,0
29248,58,3,172333,2,9,0,11,0,4,1,7688,0,40,38,1
29249,32,3,206541,3,11,0,12,0,4,1,0,0,45,38,1
29250,33,5,177828,2,9,2,2,1,4,1,0,0,50,38,0
29251,28,3,303440,5,13,2,3,1,4,0,0,0,50,38,1
29252,22,3,89991,3,10,1,7,3,4,0,0,0,11,38,0
29253,35,3,186009,2,9,0,2,0,4,1,0,0,40,38,1
29254,59,3,170988,2,9,0,11,0,4,1,0,0,55,38,0
29255,45,4,180239,3,15,0,3,0,1,1,7688,0,40,38,1
29256,50,5,213654,2,9,0,11,0,2,1,0,0,40,38,0
29257,56,4,32316,4,8,2,3,1,4,0,0,0,40,38,0
29258,36,5,150371,2,9,1,2,1,4,1,0,0,40,38,0
29259,18,3,387871,4,6,1,9,3,4,1,0,0,30,38,0
29260,28,3,314649,3,10,0,11,0,0,1,0,0,60,38,0
29261,42,3,240255,3,11,0,9,0,2,1,0,0,40,38,1
29262,60,3,206339,2,9,0,7,0,4,1,0,0,40,38,0
29263,41,4,230168,3,10,0,11,0,4,1,0,0,91,38,0
29264,42,3,171424,5,13,0,12,0,4,1,7298,0,45,38,1
29265,36,3,148581,2,9,0,2,0,4,1,0,0,55,38,1
29266,52,1,89705,1,14,0,9,0,4,1,0,0,40,38,1
29267,42,5,248406,2,9,0,13,0,4,1,0,0,40,38,0
29268,26,1,72594,3,10,0,10,0,4,1,0,0,55,38,1
29269,31,1,137537,5,13,2,9,4,4,0,0,0,40,38,0
29270,47,3,225065,4,3,2,11,4,4,0,0,0,40,25,0
29271,35,3,217274,3,10,0,6,0,4,1,0,0,50,38,0
29272,19,3,69151,4,5,1,5,3,4,1,0,0,25,38,0
29273,59,5,81107,3,10,0,11,5,4,0,0,0,80,38,1
29274,38,3,205852,5,13,0,3,0,4,1,0,0,40,38,1
29275,36,3,201117,5,13,0,3,0,4,1,0,0,50,38,0
29276,35,3,397307,1,14,1,3,1,4,0,0,0,55,38,0
29277,39,3,115422,2,9,0,4,0,4,1,0,0,30,38,0
29278,64,3,114994,3,10,2,7,1,4,1,0,0,40,38,0
29279,17,1,39815,4,6,1,7,3,4,0,0,0,25,38,0
29280,49,3,151584,3,10,0,7,0,4,1,0,0,32,38,0
29281,19,3,164938,3,10,1,7,3,4,0,0,0,25,38,0
29282,36,5,179896,2,9,0,9,5,4,0,3137,0,40,38,0
29283,26,3,253841,2,9,1,5,1,4,1,0,0,45,38,0
29284,27,3,177955,4,3,1,8,2,4,0,2176,0,40,7,0
29285,66,3,113323,5,13,0,9,0,4,1,20051,0,40,38,1
29286,38,3,320305,4,4,0,0,0,4,1,0,0,40,38,0
29287,25,3,229287,5,13,1,3,2,4,0,0,0,25,38,0
29288,19,3,100790,2,9,1,9,1,4,0,0,0,40,38,0
29289,30,3,331419,3,12,1,2,1,4,1,4787,0,50,38,1
29290,22,3,171419,3,11,1,3,4,1,1,0,0,40,34,0
29291,60,3,202226,3,10,2,2,3,4,1,0,0,44,38,1
29292,54,3,308087,3,10,0,12,0,4,1,0,1977,18,38,1
29293,46,3,220124,2,9,2,2,1,4,1,0,0,37,38,0
29294,33,6,31703,3,10,1,7,3,4,1,0,0,40,38,0
29295,51,1,153908,1,14,2,3,1,4,0,0,0,40,38,0
29296,43,3,180599,3,15,0,9,0,4,1,15024,0,60,38,1
29297,18,3,252046,2,9,1,9,3,4,0,0,0,30,38,0
29298,60,4,160062,2,9,0,4,0,4,1,0,0,25,38,0
29299,39,5,148443,2,9,0,4,0,4,1,0,0,60,38,0
29300,23,3,91733,5,13,1,12,3,4,0,3325,0,40,38,0
29301,39,3,176634,3,12,1,12,1,4,0,0,0,40,38,0
29302,40,1,74949,3,10,1,3,1,4,1,0,0,40,38,0
29303,48,3,165484,3,10,0,3,0,4,1,0,0,65,38,1
29304,24,3,44738,2,9,1,5,2,4,1,0,0,40,38,0
29305,32,3,130040,2,9,2,5,1,4,1,0,0,40,38,0
29306,31,5,234537,3,10,0,2,0,4,1,0,0,60,38,0
29307,39,3,179016,2,9,1,6,1,2,1,0,0,40,38,0
29308,27,3,335421,1,14,1,3,3,4,0,0,0,40,38,0
29309,45,6,312678,1,14,1,0,1,2,1,0,0,38,38,0
29310,22,3,313786,2,9,2,9,2,2,0,0,0,40,38,0
29311,31,3,198751,5,13,1,2,1,1,1,0,0,40,39,0
29312,63,3,131519,2,9,2,3,1,4,0,0,0,40,38,0
29313,45,3,285060,5,13,0,3,0,4,1,0,0,50,38,1
29314,28,6,189765,3,10,2,0,4,4,0,0,0,50,38,0
29315,23,3,130905,5,13,1,11,3,4,0,0,0,40,38,0
29316,50,3,146325,2,9,0,2,0,4,1,0,0,44,38,1
29317,33,3,102821,4,8,0,10,0,4,1,0,0,40,38,0
29318,22,3,137876,3,10,1,9,3,4,1,0,0,40,38,0
29319,27,3,388998,5,13,1,11,1,4,1,13550,0,46,38,1
29320,29,3,82910,3,10,0,13,0,4,1,0,0,40,38,0
29321,36,3,309122,2,9,2,0,4,4,0,0,0,35,38,0
29322,60,3,532845,4,2,0,2,0,4,1,0,0,40,25,1
29323,46,3,195833,5,13,0,13,0,4,1,0,0,50,38,0
29324,67,3,98882,1,14,2,9,1,4,0,0,0,40,38,0
29325,20,3,133515,3,10,1,9,3,4,0,0,0,15,9,0
29326,23,3,55215,5,13,1,11,3,4,1,0,0,55,38,0
29327,38,4,176357,2,9,0,3,0,4,1,0,0,50,38,0
29328,60,3,185836,3,15,0,3,0,4,1,0,0,40,38,1
29329,20,5,54152,3,10,1,2,1,4,0,0,0,35,38,0
29330,37,3,212437,3,10,2,6,4,2,0,0,0,48,38,0
29331,37,3,224566,2,9,1,2,4,4,1,0,0,40,38,0
29332,58,3,200040,2,9,0,2,0,4,1,0,0,40,38,0
29333,25,3,41526,5,13,1,2,3,4,1,0,0,30,1,0
29334,27,3,89598,3,10,1,0,4,4,0,0,0,60,38,0
29335,33,3,323811,3,10,0,6,0,4,1,0,0,55,38,0
29336,43,6,30824,3,10,2,0,1,4,0,0,0,40,38,0
29337,21,0,181096,3,10,1,12,3,2,1,0,0,20,38,0
29338,45,3,217953,2,9,0,2,0,3,1,0,0,40,25,0
29339,44,3,222635,4,3,0,6,0,2,1,0,0,40,38,0
29340,52,3,121942,4,4,0,9,0,4,1,0,0,40,38,0
29341,53,3,346871,2,9,2,9,1,4,1,4787,0,46,38,1
29342,31,3,184889,2,9,1,7,3,2,0,0,0,20,38,0
29343,18,0,101709,4,7,1,7,3,1,1,0,0,15,29,0
29344,20,3,125010,2,9,1,7,3,4,0,0,0,30,38,0
29345,32,3,53135,2,9,1,6,1,4,1,0,0,40,38,0
29346,48,3,498328,4,6,0,13,0,2,1,0,0,40,38,0
29347,46,3,604380,2,9,0,7,0,2,1,0,0,40,38,0
29348,28,3,174327,2,9,0,6,0,4,1,0,0,50,38,0
29349,27,5,357283,2,9,1,11,1,2,1,0,0,40,38,0
29350,18,0,280728,3,10,1,11,3,4,0,0,0,32,38,0
29351,69,5,185039,2,9,0,3,0,4,1,9386,0,12,38,1
29352,50,4,251240,1,14,0,11,0,4,1,0,0,40,38,1
29353,43,3,143046,2,9,0,6,5,4,0,0,0,40,11,0
29354,32,3,210541,5,13,2,11,4,4,0,0,0,30,38,0
29355,43,3,172364,2,9,2,3,1,4,0,0,0,48,38,0
29356,52,5,138611,2,9,0,11,0,4,1,7688,0,55,38,1
29357,50,3,176227,5,13,0,3,0,4,1,0,0,40,38,1
29358,35,3,139647,3,10,2,3,1,4,0,0,0,40,38,1
29359,20,3,174461,2,9,1,9,3,4,0,0,0,5,38,0
29360,73,3,123345,2,9,2,9,1,4,0,0,0,65,38,0
29361,46,3,164427,2,9,2,0,3,4,0,0,0,45,38,0
29362,58,3,205235,2,9,0,13,0,4,1,0,0,60,38,1
29363,46,4,192779,3,15,0,9,0,4,1,15024,0,60,38,1
29364,40,3,163434,2,9,1,2,1,4,1,0,0,50,38,0
29365,25,3,264055,5,13,1,0,3,4,1,0,0,40,38,0
29366,22,3,336215,3,12,1,0,1,4,0,0,0,25,38,0
29367,33,0,78307,5,13,0,9,0,4,1,0,0,40,38,0
29368,49,0,233059,3,11,0,2,0,4,1,0,0,40,38,0
29369,62,3,91433,4,6,2,9,4,4,0,0,0,40,38,0
29370,56,1,157525,3,10,2,10,1,2,1,0,0,48,38,0
29371,24,3,86065,2,9,1,13,4,4,0,0,0,40,25,0
29372,42,3,22831,2,9,1,7,1,4,0,0,0,40,38,0
29373,41,3,180181,1,14,2,3,4,4,0,0,0,40,38,0
29374,23,3,212617,5,13,1,7,1,4,1,0,0,66,6,0
29375,22,3,125905,3,10,1,9,3,4,1,0,0,40,38,0
29376,35,3,336793,5,13,1,0,2,4,1,0,0,40,38,0
29377,42,3,314649,2,9,2,5,2,1,1,0,0,40,38,0
29378,22,3,283969,2,9,1,6,3,4,1,0,0,40,25,0
29379,32,5,35595,2,9,0,2,0,4,1,0,0,50,38,0
29380,25,3,410240,2,9,1,2,3,4,1,0,0,40,38,0
29381,66,3,178120,4,3,2,8,1,2,0,0,0,15,38,0
29382,26,6,294400,2,9,0,10,0,4,1,0,0,38,38,0
29383,46,3,65353,3,10,2,13,3,4,1,3325,0,55,38,0
29384,55,3,189719,5,13,0,3,0,4,1,0,0,45,38,1
29385,24,3,23438,2,9,0,2,0,4,1,0,0,40,38,0
29386,25,3,178037,2,9,1,11,4,4,1,0,0,40,38,0
29387,22,3,109815,3,10,1,0,1,4,0,0,0,40,38,0
29388,31,3,197860,2,9,1,7,1,4,1,0,0,40,38,0
29389,30,3,271933,2,9,2,0,1,4,0,0,0,40,38,0
29390,54,3,141663,2,9,1,7,1,4,1,0,0,15,38,0
29391,19,3,199609,3,10,1,9,3,4,0,0,0,40,38,0
29392,56,3,92215,4,5,2,2,1,4,0,0,0,40,38,1
29393,47,3,93449,2,9,0,2,0,1,1,0,0,60,23,0
29394,29,3,235393,2,9,0,2,0,2,1,0,0,40,38,0
29395,53,3,151864,2,9,0,2,0,4,1,0,0,40,38,0
29396,22,3,189277,2,9,1,6,4,2,0,0,0,40,38,0
29397,50,3,204577,5,13,0,9,0,2,1,0,1902,60,38,1
29398,42,3,344572,2,9,2,3,1,4,0,0,0,40,38,1
29399,21,3,265356,3,10,1,11,2,4,1,0,0,40,38,0
29400,36,4,166880,2,9,1,7,1,4,0,0,0,70,38,0
29401,60,3,188650,4,3,0,11,0,4,1,0,0,40,38,1
29402,69,3,213249,3,11,2,11,1,4,0,0,0,25,38,0
29403,31,3,112627,2,9,0,13,0,0,1,0,0,40,38,0
29404,48,3,125120,3,10,2,0,4,4,0,0,0,55,38,0
29405,23,3,60409,2,9,1,3,1,4,0,0,0,40,38,0
29406,24,3,243190,3,12,2,2,4,1,1,8614,0,40,38,1
29407,47,3,583755,2,9,0,0,0,2,1,0,0,40,38,1
29408,36,3,68089,2,9,1,6,4,0,0,0,0,40,38,0
29409,39,3,306646,3,12,0,3,0,4,1,0,0,50,38,1
29410,22,3,186573,2,9,1,13,1,4,0,0,0,46,38,0
29411,27,3,279580,5,13,1,11,1,4,1,10520,0,45,38,1
29412,36,3,437909,2,9,0,6,0,4,1,0,0,40,38,0
29413,54,3,420691,4,2,0,7,0,4,1,0,0,40,25,0
29414,33,0,94193,2,9,2,0,4,4,0,0,0,40,38,0
29415,42,3,154076,2,9,0,9,0,4,1,7688,0,50,38,1
29416,52,3,145879,3,10,0,11,0,4,1,0,0,65,38,0
29417,23,3,208946,5,13,1,11,3,4,1,0,0,32,38,0
29418,33,3,231826,4,2,0,5,0,4,1,0,0,40,25,0
29419,30,3,178587,3,11,2,0,1,4,0,0,0,38,38,0
29420,35,3,213208,3,11,0,12,0,2,1,0,0,38,22,0
29421,35,3,139770,3,11,0,9,5,4,0,0,0,20,38,1
29422,27,3,153869,2,9,1,5,3,4,1,0,0,37,38,0
29423,24,3,88676,2,9,1,7,3,4,1,0,0,35,38,0
29424,44,1,151089,2,9,0,6,0,4,1,0,0,40,38,0
29425,62,3,138621,3,11,2,8,1,2,0,0,0,20,38,0
29426,45,3,30457,5,13,0,3,0,4,1,15024,0,40,38,1
29427,75,5,213349,2,9,0,4,0,4,1,0,0,20,38,0
29428,47,3,192776,5,13,0,9,0,4,1,0,0,50,38,0
29429,64,3,192884,3,15,0,3,0,4,1,0,0,60,38,0
29430,54,3,103024,2,9,2,12,1,4,1,0,0,42,38,1
29431,41,0,510072,5,13,0,3,0,4,1,0,0,40,38,1
29432,33,3,178615,3,12,0,2,0,4,1,0,0,40,38,0
29433,20,3,249956,3,10,1,0,3,4,0,0,0,10,38,0
29434,51,3,177705,5,13,2,11,1,4,1,0,0,50,38,1
29435,45,4,121124,3,15,1,2,1,4,1,0,0,50,38,1
29436,18,3,25837,4,7,1,9,3,4,1,0,0,72,38,0
29437,43,3,557349,4,6,0,13,0,4,1,0,0,40,40,0
29438,30,3,89735,2,9,1,2,3,4,1,0,1504,40,38,0
29439,32,3,222548,2,9,2,0,3,4,0,0,0,40,38,0
29440,45,3,47314,3,10,0,2,0,4,1,0,1902,40,38,1
29441,61,3,316359,3,10,2,11,1,4,0,0,0,40,38,0
29442,21,3,200089,4,2,0,7,2,4,1,0,0,40,8,0
29443,56,3,271795,4,7,2,2,1,4,1,0,0,49,38,0
29444,28,3,31801,2,9,1,5,2,4,1,0,0,60,38,0
29445,23,3,196508,3,10,1,5,3,2,0,0,0,40,38,0
29446,55,3,189933,3,10,0,13,0,4,1,0,0,84,38,0
29447,27,3,501172,3,10,0,9,0,4,1,0,419,20,25,0
29448,33,3,361497,2,9,1,13,1,4,1,0,0,70,38,0
29449,22,3,150175,3,10,1,0,3,4,0,0,0,20,38,0
29450,43,1,155106,3,11,0,3,0,4,1,0,0,40,38,0
29451,32,5,62272,2,9,2,3,4,4,0,0,0,40,38,0
29452,38,3,189916,3,10,0,11,5,4,0,0,0,40,38,0
29453,18,3,324011,4,5,1,4,3,4,1,0,0,20,38,0
29454,35,3,105803,3,10,0,2,0,4,1,0,0,50,38,1
29455,67,3,53588,2,9,2,9,1,4,0,0,0,40,38,0
29456,29,3,107998,2,9,2,6,3,4,0,0,0,40,38,0
29457,19,3,340567,4,2,1,5,1,4,1,0,0,55,25,0
29458,39,3,167777,4,7,0,2,0,4,1,0,0,35,38,0
29459,29,3,228860,3,10,0,3,0,4,1,0,1887,50,38,1
29460,45,4,40666,3,15,0,9,0,4,1,0,0,55,38,1
29461,44,3,277488,3,10,0,6,0,4,1,3103,0,40,38,1
29462,42,1,195897,4,4,0,2,0,4,1,0,0,40,38,0
29463,34,3,242984,5,13,1,11,1,4,1,0,0,40,38,0
29464,52,1,236497,5,13,0,12,0,4,1,0,0,40,38,0
29465,18,3,312634,4,7,1,9,3,4,1,0,0,25,38,0
29466,64,3,59829,2,9,0,4,0,4,1,0,0,25,9,0
29467,30,3,24292,5,13,0,11,0,4,1,0,0,45,38,1
29468,43,1,180407,5,13,2,3,4,4,1,0,0,42,10,0
29469,49,5,121238,3,10,1,2,4,4,1,0,0,40,38,0
29470,35,3,281982,3,10,0,9,0,4,1,0,0,40,38,1
29471,37,5,348739,3,15,0,9,0,4,1,0,0,50,38,1
29472,49,3,194189,4,4,0,5,0,4,1,0,0,40,38,0
29473,19,3,329130,4,7,2,7,3,4,0,0,0,40,38,0
29474,22,3,205939,5,13,1,3,3,4,1,2202,0,4,38,0
29475,31,3,62165,2,9,1,7,3,2,1,0,0,40,38,0
29476,26,3,224361,3,10,0,2,0,4,1,0,0,40,38,0
29477,44,3,34722,3,10,0,11,0,4,1,0,0,55,38,0
29478,38,3,175972,3,10,0,7,5,4,0,0,0,40,38,0
29479,33,5,359428,2,9,0,11,0,4,1,0,0,60,38,0
29480,24,3,138504,2,9,2,9,4,2,0,0,0,37,38,0
29481,18,3,268952,4,8,1,7,3,4,1,0,0,20,38,0
29482,32,3,257978,3,11,2,12,4,2,0,0,0,40,38,0
29483,27,3,118799,2,9,2,0,1,4,0,0,0,40,38,0
29484,28,6,78356,1,14,0,3,0,2,1,0,0,40,22,0
29485,30,5,609789,3,11,1,2,1,4,1,0,0,40,38,0
29486,33,3,123157,2,9,1,7,1,2,1,0,0,38,38,0
29487,74,3,84197,1,14,2,11,1,4,0,0,0,10,38,0
29488,36,3,162312,2,9,1,2,1,1,1,0,0,70,34,0
29489,36,3,138441,3,12,0,12,0,4,1,0,0,55,38,0
29490,29,3,239753,2,9,0,0,5,4,0,0,2057,20,38,0
29491,39,3,262158,5,13,2,3,4,4,0,0,0,45,38,0
29492,25,4,133373,5,13,1,11,1,4,1,0,0,80,38,0
29493,21,3,57916,2,9,2,4,3,4,1,0,0,40,38,0
29494,39,6,142897,3,11,1,3,4,4,0,0,0,50,38,0
29495,38,3,161016,3,10,2,9,1,4,0,0,0,32,38,0
29496,20,3,227491,2,9,1,11,1,1,0,0,0,25,38,0
29497,51,3,306790,2,9,2,2,1,4,1,0,0,40,38,0
29498,21,3,33831,2,9,1,0,4,4,0,0,0,40,38,0
29499,36,3,188972,3,10,1,9,1,4,0,0,0,40,38,0
29500,50,3,313546,2,9,2,7,4,2,0,0,0,40,38,0
29501,38,3,220585,2,9,0,3,0,4,1,0,0,55,38,1
29502,25,1,476599,5,13,1,9,1,4,0,0,0,40,38,0
29503,23,3,163665,3,10,1,11,3,4,0,0,0,15,38,0
29504,36,3,306646,5,13,0,3,0,4,1,0,0,55,38,1
29505,41,3,206470,5,13,0,9,0,4,1,0,0,40,10,0
29506,34,3,169583,1,14,1,3,1,4,0,0,0,50,38,0
29507,19,6,127085,3,10,1,7,3,4,1,0,0,10,38,0
29508,18,3,152044,4,6,1,7,3,4,0,0,0,3,38,0
29509,36,3,111387,4,6,2,11,3,4,1,0,0,40,38,0
29510,46,3,102318,3,10,0,13,0,4,1,0,1887,40,38,1
29511,29,3,213692,3,10,1,2,3,4,1,0,0,45,38,0
29512,23,3,163665,2,9,1,3,1,4,0,0,0,32,38,0
29513,35,3,30529,2,9,0,5,0,4,1,0,0,40,38,0
29514,35,3,290226,2,9,1,13,3,4,1,0,0,40,38,0
29515,40,3,182136,2,9,0,13,0,4,1,0,0,40,38,0
29516,22,3,73266,3,10,1,13,3,1,1,0,0,40,38,0
29517,19,6,60412,3,10,1,0,3,4,0,0,0,15,38,0
29518,70,3,187891,4,7,0,13,0,4,1,0,0,40,38,0
29519,38,3,194304,3,10,2,13,1,2,1,0,0,55,38,0
29520,35,3,160910,3,10,0,11,0,4,1,0,0,50,38,0
29521,25,3,148300,3,10,1,7,3,4,0,0,0,35,38,0
29522,39,3,165743,3,10,0,2,0,4,1,0,0,45,38,1
29523,50,3,123174,0,16,0,9,0,2,1,0,0,37,38,1
29524,43,3,184018,3,12,0,9,0,4,1,0,0,50,38,0
29525,37,0,188069,3,10,0,0,0,4,1,0,0,40,29,1
29526,51,3,138852,2,9,0,7,0,4,1,7298,0,40,7,1
29527,29,3,78529,4,6,2,9,4,4,0,0,0,12,38,0
29528,20,3,164441,2,9,1,7,3,2,1,0,0,40,38,0
29529,21,3,199419,3,10,1,0,1,4,0,0,0,40,38,0
29530,47,3,181342,2,9,0,5,5,2,0,0,0,40,38,0
29531,44,3,173382,3,12,2,12,4,4,0,0,0,40,38,0
29532,17,3,184924,4,5,1,5,3,4,1,0,1719,15,38,0
29533,25,3,215384,4,7,1,7,1,4,1,0,0,40,38,0
29534,43,6,424094,0,16,1,9,1,4,0,0,0,40,38,0
29535,46,0,212120,3,11,0,0,0,4,1,0,0,40,38,1
29536,42,3,185764,3,10,0,6,0,4,1,0,0,60,38,0
29537,46,1,133969,1,14,2,9,1,0,1,0,0,40,38,0
29538,22,3,32616,3,10,1,7,1,4,0,0,0,30,38,0
29539,49,3,149210,2,9,0,13,0,2,1,0,0,40,38,0
29540,21,3,161210,2,9,0,6,0,4,1,0,0,50,38,0
29541,53,3,285621,1,14,0,0,5,4,0,0,0,40,38,1
29542,43,3,282069,3,10,2,2,4,4,1,0,0,42,38,0
29543,22,3,97508,2,9,1,7,3,4,1,0,0,50,38,0
29544,33,3,356823,5,13,1,9,1,4,0,10520,0,45,38,1
29545,28,3,171133,3,11,1,0,3,4,0,0,0,40,38,0
29546,25,3,231638,3,10,1,12,4,4,0,0,0,24,38,0
29547,40,3,191342,5,13,0,3,0,1,1,0,0,40,2,1
29548,50,3,226497,3,10,0,12,0,4,1,0,0,45,38,1
29549,48,5,373606,3,10,2,11,4,4,1,0,0,65,38,1
29550,30,3,39150,2,9,0,6,0,4,1,0,0,40,38,0
29551,33,3,288840,2,9,2,7,4,2,0,0,0,38,38,0
29552,34,3,293703,3,10,0,2,0,1,1,0,0,40,29,0
29553,42,3,79586,5,13,0,0,0,1,1,0,0,40,38,1
29554,48,5,82098,3,10,0,3,0,1,1,0,0,65,38,0
29555,38,3,245372,5,13,0,9,0,4,1,7688,0,45,38,1
29556,29,3,78261,2,9,0,6,0,4,1,0,0,40,38,0
29557,33,3,355996,4,6,1,5,1,4,1,0,0,40,38,0
29558,64,3,218490,5,13,2,3,1,4,1,27828,0,55,38,1
29559,44,3,110908,3,11,0,13,5,4,0,0,0,25,38,0
29560,42,0,34218,5,13,0,3,0,4,1,7298,0,50,38,1
29561,49,3,248895,2,9,0,6,0,4,1,0,0,45,38,0
29562,25,3,363707,2,9,0,5,0,4,1,0,0,40,38,0
29563,33,3,272411,5,13,1,3,1,4,0,0,0,40,38,0
29564,38,3,128033,3,10,0,11,0,4,1,0,0,60,38,0
